rank,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
163,Aimyon,ハルノヒ,WM Japan,4,124,1237,43037,0.592,0.672,9,-2.447,1,0.0294,0.261,0.0,0.109,0.523,106.948,326867,4
164,Dua Lipa,Dance The Night (From Barbie The Album),Atlantic Records,135,142,11,42620,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056,176579,4
165,MONGOL800,小さな恋のうた,TISSUE FREAK RECORDS,6,190,2052,42385,0.403,0.778,11,-4.856,1,0.0395,0.00203,0.0,0.227,0.628,115.581,222640,4
166,King Gnu,逆夢,Sony Music Labels Inc.,1,152,531,42377,0.204,0.708,1,-5.425,1,0.0458,0.442,0.0,0.319,0.278,83.443,307667,4
167,HIRAIDAI,Symphony,avex trax,68,166,40,42369,0.408,0.676,3,-4.883,1,0.0348,0.234,0.0,0.127,0.424,145.824,262506,4
168,Creep Hyp,青梅,Universal Music LLC,141,141,5,42226,0.76,0.606,11,-5.998,1,0.035,0.0949,0.0,0.0921,0.904,133.001,191236,4
169,Uru,それを愛と呼ぶなら,Sony Music Labels Inc.,51,163,399,42010,0.493,0.527,10,-5.126,1,0.0342,0.729,0.0,0.0985,0.452,169.974,294173,4
170,OFFICIAL HIGE DANDISM,Cry Baby,IRORI Records,3,186,765,41877,0.346,0.901,1,-4.617,1,0.12,0.0103,0.0,0.358,0.434,199.934,241680,4
171,Kenshi Yonezu,アイネクライネ,Universal Music LLC,58,194,662,41718,0.471,0.868,1,-2.291,1,0.0295,0.0384,0.0,0.297,0.811,173.969,288013,4
172,IVE,LOVE DIVE,STARSHIP Entertainment,7,162,431,41461,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,177187,4
173,YOASOBI,ハルカ,YOASOBI,16,158,710,41201,0.712,0.817,1,-5.123,1,0.0279,0.0717,7.21e-06,0.146,0.679,100.016,243613,4
174,Kenshi Yonezu,感電,Sony Music Labels Inc.,1,183,960,41162,0.633,0.723,8,-5.733,0,0.143,0.107,0.0,0.0818,0.688,103.101,264533,4
175,TWICE,Talk that Talk,WM Japan,13,171,288,41083,0.774,0.905,3,-2.432,0,0.122,0.143,0.0,0.332,0.768,119.964,177467,4
176,Stray Kids,CASE 143,Sony Music Labels Inc.,54,155,246,41058,0.801,0.885,1,-2.627,0,0.237,0.0935,0.0,0.0223,0.646,100.073,191965,4
177,JISOO,FLOWER,Universal Music LLC,59,172,71,41026,0.841,0.384,9,-7.684,0,0.0351,0.0236,2.28e-06,0.0735,0.597,123.961,173134,4
178,YOASOBI,あの夢をなぞって,YOASOBI,51,169,780,40961,0.534,0.794,8,-3.738,1,0.0402,0.334,0.00093,0.159,0.711,179.976,240747,4
179,"Creepy Nuts, Ayase, Lilas Ikuta",ばかまじめ,Sony Music Labels Inc.,54,167,447,40863,0.615,0.934,10,-3.868,0,0.0498,0.196,0.0,0.506,0.808,90.967,172027,4
180,Vaundy,裸の勇者,Sony Music Labels Inc.,51,184,491,40688,0.442,0.888,9,-5.747,0,0.121,0.0127,0.000727,0.2,0.435,163.032,201973,4
181,YOAKE,ねぇ,YOAKE project,56,174,377,40617,0.531,0.761,0,-6.434,1,0.0426,0.0769,0.0,0.111,0.962,171.038,200702,4
182,Hikaru Utada,First Love,Universal Music LLC,8,179,607,40563,0.438,0.434,7,-8.37,1,0.0371,0.122,0.0,0.15,0.195,179.913,257293,4
183,WurtS,Talking Box - Dirty Pop Remix,Universal Music LLC,83,180,316,40544,0.79,0.673,8,-6.6,1,0.0693,0.0979,0.000121,0.0832,0.538,140.045,125200,4
184,Takaya Kawasaki,魔法の絨毯,Warner Music D.N.A.,13,-1,993,40317,0.622,0.309,10,-6.291,0,0.0481,0.776,0.0,0.122,0.571,73.897,208896,4
185,Creepy Nuts,のびしろ,Sony Music Labels Inc.,53,165,648,40068,0.669,0.928,11,-2.926,0,0.0699,0.252,0.0,0.0686,0.963,174.004,236840,4
186,Yuuri,恋人じゃなくなった日,Sony Music Labels Inc.,21,-1,111,40027,0.635,0.48,1,-6.797,1,0.0362,0.595,0.0,0.0819,0.501,75.09,226093,4
187,King Gnu,雨燦々,Sony Music Labels Inc.,8,189,280,39988,0.494,0.862,10,-4.608,1,0.041,0.354,0.00431,0.13,0.587,94.99,295681,4
188,OFFICIAL HIGE DANDISM,イエスタデイ,ポニーキャニオン,3,176,1163,39548,0.541,0.8,6,-3.687,1,0.0382,0.0442,0.0,0.398,0.56,129.939,299164,4
189,yama,色彩,Sony Music Labels Inc.,14,198,250,39467,0.581,0.926,7,-3.268,0,0.0662,0.176,0.0,0.251,0.874,117.04,192176,4
190,BLACKPINK,Shut Down,Universal Music LLC,21,188,132,39330,0.818,0.69,0,-5.119,1,0.0454,0.00327,0.0,0.186,0.688,110.071,175889,3
191,back number,ベルベットの詩,Universal Music LLC,22,197,288,39322,0.5,0.706,10,-3.983,1,0.0604,0.00953,0.0,0.0736,0.624,147.997,254173,4
192,LE SSERAFIM,FEARLESS (2023 Ver.),SOURCE MUSIC,15,181,404,39257,0.856,0.615,7,-7.226,1,0.133,0.0602,0.0018,0.118,0.48,103.948,168437,4
193,Shota Shimizu,Fallin,Sony Music Labels Inc.,173,192,5,39098,0.672,0.541,11,-7.515,1,0.0348,0.151,0.0,0.17,0.453,151.985,232060,4
194,Novelbright,Walking with you,Emperor Mode,13,-1,1187,38981,0.422,0.969,7,-0.824,1,0.0591,0.00585,0.0,0.533,0.496,92.524,223187,4
195,"milet, MAN WITH A MISSION",コイコガレ,Sony Music Labels Inc.,115,191,38,38953,0.337,0.925,9,-4.649,1,0.0822,0.000366,2.99e-06,0.292,0.355,174.986,215867,4
196,NAYEON,POP!,WM Japan,7,187,349,38848,0.793,0.859,2,-2.998,1,0.0544,0.0356,0.0,0.0343,0.392,97.001,168107,4
197,Vaundy,灯火,株式会社SDR,56,161,374,38468,0.627,0.67,4,-6.619,1,0.0368,0.0418,0.00213,0.0818,0.537,110.004,178893,4
198,チョーキューメイ,貴方の恋人になりたい,神宮前レコード,198,-1,1,38438,0.825,0.737,11,-5.029,1,0.0345,0.189,1.02e-06,0.0688,0.96,124.016,234118,4
199,SUDA MASAKI,さよならエレジー,Sony Music Labels Inc.,1,-1,1720,38383,0.466,0.934,1,-2.736,1,0.0539,0.00331,0.0,0.277,0.615,154.961,257067,4
200,BUMP OF CHICKEN,天体観測,TOY'S FACTORY,58,173,795,38251,0.366,0.949,1,-3.552,1,0.11,0.381,0.0,0.0902,0.467,164.979,263600,4
