rank,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
163,Hikaru Utada,君に夢中,Sony Music Labels Inc.,2,166,197,31000,0.504,0.553,1,-9.163,1,0.0943,0.599,4.56e-06,0.106,0.435,171.914,257953,4
164,Mrs. GREEN APPLE,僕のこと,Universal Music LLC,15,174,1257,30974,0.439,0.708,7,-3.825,1,0.0528,0.0129,0.0,0.147,0.454,160.027,321307,4
165,SUDA MASAKI,さよならエレジー,Sony Music Labels Inc.,1,157,1564,30917,0.466,0.934,1,-2.736,1,0.0539,0.00331,0.0,0.277,0.615,154.961,257067,4
166,BUMP OF CHICKEN,天体観測,TOY'S FACTORY,58,176,624,30830,0.366,0.949,1,-3.552,1,0.11,0.381,0.0,0.0902,0.467,164.979,263600,4
167,BE:FIRST,Shining One,BMSG,54,165,272,30778,0.716,0.737,7,-5.671,0,0.0851,0.115,0.0,0.138,0.573,144.986,244107,4
168,Kenshi Yonezu,アイネクライネ,Universal Music LLC,58,169,446,30705,0.471,0.868,1,-2.291,1,0.0295,0.0384,0.0,0.297,0.811,173.969,288013,4
169,Ed Sheeran,Shivers,Atlantic Records UK,56,170,272,30590,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4
170,Ado,心という名の不可解,Universal Music LLC,51,199,133,30554,0.573,0.884,0,-3.873,1,0.113,0.05,0.0,0.289,0.595,152.0,269893,4
171,WANIMA,眩光,WM Japan,106,-1,24,30415,0.405,0.968,6,-2.425,1,0.0669,0.000918,6.25e-06,0.366,0.509,194.957,214245,4
172,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),Epic,98,171,93,30371,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,206071,4
173,YOASOBI,アンコール,YOASOBI,10,168,520,30342,0.682,0.669,2,-4.741,1,0.0275,0.283,1e-06,0.145,0.831,81.999,271440,4
174,GReeeeN,キセキ,Universal Music LLC,19,175,1943,30245,0.641,0.618,0,-4.269,1,0.0259,0.0932,0.0,0.155,0.338,90.032,271160,4
175,milet,Ordinary days,Sony Music Labels Inc.,58,181,290,30220,0.686,0.608,6,-5.766,1,0.03,0.151,0.0,0.134,0.315,98.987,270787,4
176,Mrs. GREEN APPLE,ニュー・マイ・ノーマル,Universal Music LLC,57,183,83,30125,0.404,0.832,1,-2.87,1,0.0541,0.0032,0.0,0.0805,0.603,172.98,244338,4
177,BTS,Euphoria,BIGHIT MUSIC,19,182,494,30018,0.637,0.799,2,-4.518,1,0.0338,0.394,0.0,0.0921,0.57,104.996,228615,4
178,Anne-Marie,2002,Atlantic Records UK,6,187,1036,30002,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,186987,4
179,Aimyon,ハルノヒ,WM Japan,4,173,1162,29945,0.592,0.672,9,-2.447,1,0.0294,0.261,0.0,0.109,0.523,106.948,326867,4
180,Takaya Kawasaki,君の為のキミノウタ,Warner Music D.N.A.,153,167,190,29943,0.602,0.3,9,-6.686,1,0.0295,0.81,0.0,0.107,0.432,133.825,313877,4
181,WANIMA,ともに,WM Japan,57,-1,521,29857,0.553,0.968,6,-2.57,1,0.0534,0.00257,0.0,0.28,0.862,127.077,207369,4
182,Yorushika,ただ君に晴れ,U&R records,12,179,1248,29779,0.679,0.834,5,-3.223,1,0.032,0.343,5.74e-06,0.119,0.962,139.996,198971,4
183,BTS,Life Goes On,BIGHIT MUSIC,7,188,550,29534,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068,207481,4
184,BTS,DNA,BIGHIT MUSIC,2,184,1286,29356,0.599,0.775,1,-4.018,0,0.0543,0.0217,0.0,0.0678,0.696,129.817,223123,4
185,Aimyon,愛を知るまでは,WM Japan,52,172,396,29254,0.564,0.634,11,-4.13,1,0.0279,0.0531,3.1e-06,0.128,0.683,110.073,276253,4
186,ONE OK ROCK,Wherever you are,Aer-born,4,189,1985,29251,0.379,0.69,4,-4.79,1,0.0549,0.0286,0.0,0.335,0.288,173.716,295600,4
187,Ado,うっせぇわ,Universal Music LLC,4,-1,543,29229,0.526,0.976,11,-1.084,0,0.0799,0.00459,0.0,0.102,0.554,178.129,206893,4
188,OFFICIAL HIGE DANDISM,イエスタデイ,ポニーキャニオン,3,186,959,29117,0.541,0.8,6,-3.687,1,0.0382,0.0442,0.0,0.398,0.56,129.939,299164,4
189,汐れいら,センチメンタル・キス - Acoustic ver.,ENS Entertainment,86,180,31,29090,0.696,0.327,6,-6.041,1,0.0265,0.725,0.0,0.0965,0.394,76.984,326104,4
190,Aimyon,愛を伝えたいだとか,WM Japan,4,178,1004,29080,0.673,0.85,2,-5.021,1,0.0337,0.0345,1.14e-05,0.0943,0.793,100.008,235241,4
191,Lizzo,About Damn Time,Nice Life/Atlantic,182,196,6,29008,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,191822,4
192,YOASOBI,ミスター,YOASOBI,51,193,113,28809,0.732,0.933,1,-3.51,0,0.0548,0.0674,3.67e-05,0.202,0.611,119.971,187000,4
193,Yorushika,春泥棒,Universal Music LLC,51,195,495,28799,0.762,0.595,5,-6.777,1,0.0445,0.103,4.71e-05,0.115,0.858,125.047,290289,4
194,YOASOBI,あの夢をなぞって,YOASOBI,51,192,755,28747,0.534,0.794,8,-3.738,1,0.0402,0.334,0.00093,0.159,0.711,179.976,240747,4
195,Creep Hyp,栞,Universal Music LLC,103,185,453,28747,0.505,0.883,6,-3.094,1,0.0481,0.0117,0.0,0.0578,0.666,100.496,261547,4
196,WEDNESDAY CAMPANELLA,エジソン,WM Japan,196,-1,1,28618,0.838,0.729,1,-5.733,0,0.0802,0.0195,0.0089,0.101,0.619,129.999,193511,4
197,aespa,Savage,SM Entertainment,76,194,243,28562,0.727,0.879,9,-1.167,1,0.129,0.124,1.17e-05,0.244,0.671,146.959,238144,4
198,鈴木鈴木,ホワイトキス,Suzukisuzuki,39,-1,175,28477,0.704,0.797,1,-4.7,1,0.0505,0.133,0.0,0.284,0.619,110.003,274860,4
199,DISH//,猫 〜THE FIRST TAKE ver.〜,Sony Music Labels Inc.,6,-1,762,28419,0.635,0.578,8,-6.749,1,0.132,0.539,0.0,0.115,0.584,77.065,273893,4
200,Lady Gaga,Hold My Hand,Interscope Records,191,191,3,28408,0.53,0.612,7,-4.286,1,0.0331,0.0403,0.0,0.393,0.264,148.009,225280,3
